subject	session	task	status	action	dest_session	dest_run	raw_path	bold_path	same_task_other_sessions	notes
sub-s19	ses-02	shapeMatching	matched	copy	ses-02		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s19/ses-02/shape_matching_single_task_network__fmri_results (3).csv	/scratch/users/logben/discovery_bids/sub-s19/ses-02/func/sub-s19_ses-02_task-shapeMatching_run-1_echo-1_bold.nii.gz		
sub-s19	ses-02	spatialTS	matched	copy	ses-02		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s19/ses-02/spatial_task_switching_single_task_network__fmri_results (3).csv	/scratch/users/logben/discovery_bids/sub-s19/ses-02/func/sub-s19_ses-02_task-spatialTS_run-1_echo-1_bold.nii.gz		
sub-s19	ses-03	cuedTS	matched	copy	ses-03		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s19/ses-03/cued_task_switching_single_task_network__fmri_results (7).csv	/scratch/users/logben/discovery_bids/sub-s19/ses-03/func/sub-s19_ses-03_task-cuedTS_run-1_echo-1_bold.nii.gz		- **Anatomical selection**: Quality inspection identified ses-05 T1w (SagMPRAGE) and ses-03 T2w (CubePromo) as best quality. Earlier acquisitions (ses-01 T1w/T2w, ses-03 T1w) are excluded in `.bidsignore`.
sub-s19	ses-03	directedForgetting	matched	copy	ses-03		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s19/ses-03/directed_forgetting_single_task_network__fmri_results (6).csv	/scratch/users/logben/discovery_bids/sub-s19/ses-03/func/sub-s19_ses-03_task-directedForgetting_run-1_echo-1_bold.nii.gz		- **Anatomical selection**: Quality inspection identified ses-05 T1w (SagMPRAGE) and ses-03 T2w (CubePromo) as best quality. Earlier acquisitions (ses-01 T1w/T2w, ses-03 T1w) are excluded in `.bidsignore`.; | s19 | 11 | directedForgettingWFlanker |
sub-s19	ses-03	flanker	matched	copy	ses-03		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s19/ses-03/flanker_single_task_network__fmri_results (13).csv	/scratch/users/logben/discovery_bids/sub-s19/ses-03/func/sub-s19_ses-03_task-flanker_run-1_echo-1_bold.nii.gz		- **Anatomical selection**: Quality inspection identified ses-05 T1w (SagMPRAGE) and ses-03 T2w (CubePromo) as best quality. Earlier acquisitions (ses-01 T1w/T2w, ses-03 T1w) are excluded in `.bidsignore`.
sub-s19	ses-03	rest	bold_without_behavioral	skip				/scratch/users/logben/discovery_bids/sub-s19/ses-03/func/sub-s19_ses-03_task-rest_run-1_echo-1_bold.nii.gz	ses-01:bold_only,ses-02:bold_only,ses-04:bold_only,ses-05:bold_only,ses-06:bold_only,ses-07:bold_only,ses-08:bold_only,ses-09:bold_only,ses-10:bold_only,ses-11:bold_only,ses-12:bold_only	- Scan 1: Only fmap and rest collected.; - **Anatomical selection**: Quality inspection identified ses-05 T1w (SagMPRAGE) and ses-03 T2w (CubePromo) as best quality. Earlier acquisitions (ses-01 T1w/T2w, ses-03 T1w) are excluded in `.bidsignore`.
sub-s19	ses-03	stopSignal	matched	copy	ses-03		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s19/ses-03/stop_signal_single_task_network__fmri_results (7).csv	/scratch/users/logben/discovery_bids/sub-s19/ses-03/func/sub-s19_ses-03_task-stopSignal_run-1_echo-1_bold.nii.gz		- **Anatomical selection**: Quality inspection identified ses-05 T1w (SagMPRAGE) and ses-03 T2w (CubePromo) as best quality. Earlier acquisitions (ses-01 T1w/T2w, ses-03 T1w) are excluded in `.bidsignore`.
sub-s19	ses-04	goNogo	matched	copy	ses-04		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s19/ses-04/go_nogo_single_task_network__fmri_results (8).csv	/scratch/users/logben/discovery_bids/sub-s19/ses-04/func/sub-s19_ses-04_task-goNogo_run-1_echo-1_bold.nii.gz		- Missing 1 goNogo (per behavioral notes).; | s19 | 02 | goNogo |
sub-s19	ses-04	nBack	matched	copy	ses-04		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s19/ses-04/n_back_single_task_network__fmri_results (9).csv	/scratch/users/logben/discovery_bids/sub-s19/ses-04/func/sub-s19_ses-04_task-nBack_run-1_echo-1_bold.nii.gz		
sub-s19	ses-04	rest	bold_without_behavioral	skip				/scratch/users/logben/discovery_bids/sub-s19/ses-04/func/sub-s19_ses-04_task-rest_run-1_echo-1_bold.nii.gz	ses-01:bold_only,ses-02:bold_only,ses-03:bold_only,ses-05:bold_only,ses-06:bold_only,ses-07:bold_only,ses-08:bold_only,ses-09:bold_only,ses-10:bold_only,ses-11:bold_only,ses-12:bold_only	- Scan 1: Only fmap and rest collected.
sub-s19	ses-04	shapeMatching	matched	copy	ses-04		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s19/ses-04/shape_matching_single_task_network__fmri_results (7).csv	/scratch/users/logben/discovery_bids/sub-s19/ses-04/func/sub-s19_ses-04_task-shapeMatching_run-1_echo-1_bold.nii.gz		
sub-s19	ses-04	spatialTS	matched	copy	ses-04		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s19/ses-04/spatial_task_switching_single_task_network__fmri_results (8).csv	/scratch/users/logben/discovery_bids/sub-s19/ses-04/func/sub-s19_ses-04_task-spatialTS_run-1_echo-1_bold.nii.gz		
sub-s19	ses-05	cuedTS	matched	copy	ses-05		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s19/ses-05/cued_task_switching_single_task_network__fmri_results (15).csv	/scratch/users/logben/discovery_bids/sub-s19/ses-05/func/sub-s19_ses-05_task-cuedTS_run-1_echo-1_bold.nii.gz		- **Anatomical selection**: Quality inspection identified ses-05 T1w (SagMPRAGE) and ses-03 T2w (CubePromo) as best quality. Earlier acquisitions (ses-01 T1w/T2w, ses-03 T1w) are excluded in `.bidsignore`.
sub-s19	ses-05	directedForgetting	matched	copy	ses-05		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s19/ses-05/directed_forgetting_single_task_network__fmri_results (14).csv	/scratch/users/logben/discovery_bids/sub-s19/ses-05/func/sub-s19_ses-05_task-directedForgetting_run-1_echo-1_bold.nii.gz		- **Anatomical selection**: Quality inspection identified ses-05 T1w (SagMPRAGE) and ses-03 T2w (CubePromo) as best quality. Earlier acquisitions (ses-01 T1w/T2w, ses-03 T1w) are excluded in `.bidsignore`.; | s19 | 11 | directedForgettingWFlanker |
sub-s19	ses-05	flanker	matched	copy	ses-05		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s19/ses-05/flanker_single_task_network__fmri_results (29).csv	/scratch/users/logben/discovery_bids/sub-s19/ses-05/func/sub-s19_ses-05_task-flanker_run-1_echo-1_bold.nii.gz		- **Anatomical selection**: Quality inspection identified ses-05 T1w (SagMPRAGE) and ses-03 T2w (CubePromo) as best quality. Earlier acquisitions (ses-01 T1w/T2w, ses-03 T1w) are excluded in `.bidsignore`.
sub-s19	ses-05	rest	bold_without_behavioral	skip				/scratch/users/logben/discovery_bids/sub-s19/ses-05/func/sub-s19_ses-05_task-rest_run-1_echo-1_bold.nii.gz	ses-01:bold_only,ses-02:bold_only,ses-03:bold_only,ses-04:bold_only,ses-06:bold_only,ses-07:bold_only,ses-08:bold_only,ses-09:bold_only,ses-10:bold_only,ses-11:bold_only,ses-12:bold_only	- Scan 1: Only fmap and rest collected.; - **Anatomical selection**: Quality inspection identified ses-05 T1w (SagMPRAGE) and ses-03 T2w (CubePromo) as best quality. Earlier acquisitions (ses-01 T1w/T2w, ses-03 T1w) are excluded in `.bidsignore`.
sub-s19	ses-05	stopSignal	matched	copy	ses-05		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s19/ses-05/stop_signal_single_task_network__fmri_results (15).csv	/scratch/users/logben/discovery_bids/sub-s19/ses-05/func/sub-s19_ses-05_task-stopSignal_run-1_echo-1_bold.nii.gz		- **Anatomical selection**: Quality inspection identified ses-05 T1w (SagMPRAGE) and ses-03 T2w (CubePromo) as best quality. Earlier acquisitions (ses-01 T1w/T2w, ses-03 T1w) are excluded in `.bidsignore`.
sub-s19	ses-06	goNogo	matched	copy	ses-06		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s19/ses-06/go_nogo_single_task_network__fmri_results (16).csv	/scratch/users/logben/discovery_bids/sub-s19/ses-06/func/sub-s19_ses-06_task-goNogo_run-1_echo-1_bold.nii.gz		- Missing 1 goNogo (per behavioral notes).; | s19 | 02 | goNogo |
sub-s19	ses-06	nBack	matched	copy	ses-06		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s19/ses-06/n_back_single_task_network__fmri_results (18).csv	/scratch/users/logben/discovery_bids/sub-s19/ses-06/func/sub-s19_ses-06_task-nBack_run-1_echo-1_bold.nii.gz		
sub-s19	ses-06	rest	bold_without_behavioral	skip				/scratch/users/logben/discovery_bids/sub-s19/ses-06/func/sub-s19_ses-06_task-rest_run-1_echo-1_bold.nii.gz	ses-01:bold_only,ses-02:bold_only,ses-03:bold_only,ses-04:bold_only,ses-05:bold_only,ses-07:bold_only,ses-08:bold_only,ses-09:bold_only,ses-10:bold_only,ses-11:bold_only,ses-12:bold_only	- Scan 1: Only fmap and rest collected.
sub-s19	ses-06	shapeMatching	matched	copy	ses-06		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s19/ses-06/shape_matching_single_task_network__fmri_results (16).csv	/scratch/users/logben/discovery_bids/sub-s19/ses-06/func/sub-s19_ses-06_task-shapeMatching_run-1_echo-1_bold.nii.gz		
sub-s19	ses-06	spatialTS	matched	copy	ses-06		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s19/ses-06/spatial_task_switching_single_task_network__fmri_results (16).csv	/scratch/users/logben/discovery_bids/sub-s19/ses-06/func/sub-s19_ses-06_task-spatialTS_run-1_echo-1_bold.nii.gz		
sub-s19	ses-07	cuedTS	matched	copy	ses-07		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s19/ses-07/cued_task_switching_single_task_network__fmri_results (19).csv	/scratch/users/logben/discovery_bids/sub-s19/ses-07/func/sub-s19_ses-07_task-cuedTS_run-1_echo-1_bold.nii.gz		
sub-s19	ses-07	directedForgetting	matched	copy	ses-07		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s19/ses-07/directed_forgetting_single_task_network__fmri_results (18).csv	/scratch/users/logben/discovery_bids/sub-s19/ses-07/func/sub-s19_ses-07_task-directedForgetting_run-1_echo-1_bold.nii.gz		| s19 | 11 | directedForgettingWFlanker |
sub-s19	ses-07	flanker	matched	copy	ses-07		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s19/ses-07/flanker_single_task_network__fmri_results (37).csv	/scratch/users/logben/discovery_bids/sub-s19/ses-07/func/sub-s19_ses-07_task-flanker_run-1_echo-1_bold.nii.gz		
sub-s19	ses-07	rest	bold_without_behavioral	skip				/scratch/users/logben/discovery_bids/sub-s19/ses-07/func/sub-s19_ses-07_task-rest_run-1_echo-1_bold.nii.gz	ses-01:bold_only,ses-02:bold_only,ses-03:bold_only,ses-04:bold_only,ses-05:bold_only,ses-06:bold_only,ses-08:bold_only,ses-09:bold_only,ses-10:bold_only,ses-11:bold_only,ses-12:bold_only	- Scan 1: Only fmap and rest collected.
sub-s19	ses-07	stopSignal	matched	copy	ses-07		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s19/ses-07/stop_signal_single_task_network__fmri_results (19).csv	/scratch/users/logben/discovery_bids/sub-s19/ses-07/func/sub-s19_ses-07_task-stopSignal_run-1_echo-1_bold.nii.gz		
sub-s19	ses-08	goNogo	matched	copy	ses-08		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s19/ses-08/go_nogo_single_task_network__fmri_results (20).csv	/scratch/users/logben/discovery_bids/sub-s19/ses-08/func/sub-s19_ses-08_task-goNogo_run-1_echo-1_bold.nii.gz		- Missing 1 goNogo (per behavioral notes).; | s19 | 02 | goNogo |
sub-s19	ses-08	nBack	matched	copy	ses-08		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s19/ses-08/n_back_single_task_network__fmri_results (21).csv	/scratch/users/logben/discovery_bids/sub-s19/ses-08/func/sub-s19_ses-08_task-nBack_run-1_echo-1_bold.nii.gz		
sub-s19	ses-08	rest	bold_without_behavioral	skip				/scratch/users/logben/discovery_bids/sub-s19/ses-08/func/sub-s19_ses-08_task-rest_run-1_echo-1_bold.nii.gz	ses-01:bold_only,ses-02:bold_only,ses-03:bold_only,ses-04:bold_only,ses-05:bold_only,ses-06:bold_only,ses-07:bold_only,ses-09:bold_only,ses-10:bold_only,ses-11:bold_only,ses-12:bold_only	- Scan 1: Only fmap and rest collected.
sub-s19	ses-08	shapeMatching	matched	copy	ses-08		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s19/ses-08/shape_matching_single_task_network__fmri_results (19).csv	/scratch/users/logben/discovery_bids/sub-s19/ses-08/func/sub-s19_ses-08_task-shapeMatching_run-1_echo-1_bold.nii.gz		
sub-s19	ses-08	spatialTS	matched	copy	ses-08		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s19/ses-08/spatial_task_switching_single_task_network__fmri_results (20).csv	/scratch/users/logben/discovery_bids/sub-s19/ses-08/func/sub-s19_ses-08_task-spatialTS_run-1_echo-1_bold.nii.gz		
sub-s19	ses-09	cuedTS	matched	copy	ses-09		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s19/ses-09/cued_task_switching_single_task_network__fmri_results (24).csv	/scratch/users/logben/discovery_bids/sub-s19/ses-09/func/sub-s19_ses-09_task-cuedTS_run-1_echo-1_bold.nii.gz		
sub-s19	ses-09	directedForgetting	matched	copy	ses-09		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s19/ses-09/directed_forgetting_single_task_network__fmri_results (24).csv	/scratch/users/logben/discovery_bids/sub-s19/ses-09/func/sub-s19_ses-09_task-directedForgetting_run-1_echo-1_bold.nii.gz		| s19 | 11 | directedForgettingWFlanker |
sub-s19	ses-09	flanker	matched	copy	ses-09		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s19/ses-09/flanker_single_task_network__fmri_results (49).csv	/scratch/users/logben/discovery_bids/sub-s19/ses-09/func/sub-s19_ses-09_task-flanker_run-1_echo-1_bold.nii.gz		
sub-s19	ses-09	rest	bold_without_behavioral	skip				/scratch/users/logben/discovery_bids/sub-s19/ses-09/func/sub-s19_ses-09_task-rest_run-1_echo-1_bold.nii.gz	ses-01:bold_only,ses-02:bold_only,ses-03:bold_only,ses-04:bold_only,ses-05:bold_only,ses-06:bold_only,ses-07:bold_only,ses-08:bold_only,ses-10:bold_only,ses-11:bold_only,ses-12:bold_only	- Scan 1: Only fmap and rest collected.
sub-s19	ses-09	stopSignal	matched	copy	ses-09		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s19/ses-09/stop_signal_single_task_network__fmri_results (25).csv	/scratch/users/logben/discovery_bids/sub-s19/ses-09/func/sub-s19_ses-09_task-stopSignal_run-1_echo-1_bold.nii.gz		
sub-s19	ses-10	goNogo	matched	copy	ses-10		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s19/ses-10/go_nogo_single_task_network__fmri_results (26).csv	/scratch/users/logben/discovery_bids/sub-s19/ses-10/func/sub-s19_ses-10_task-goNogo_run-1_echo-1_bold.nii.gz		- Missing 1 goNogo (per behavioral notes).; | s19 | 02 | goNogo |
sub-s19	ses-10	nBack	matched	copy	ses-10		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s19/ses-10/n_back_single_task_network__fmri_results (27).csv	/scratch/users/logben/discovery_bids/sub-s19/ses-10/func/sub-s19_ses-10_task-nBack_run-1_echo-1_bold.nii.gz		
sub-s19	ses-10	rest	bold_without_behavioral	skip				/scratch/users/logben/discovery_bids/sub-s19/ses-10/func/sub-s19_ses-10_task-rest_run-1_echo-1_bold.nii.gz	ses-01:bold_only,ses-02:bold_only,ses-03:bold_only,ses-04:bold_only,ses-05:bold_only,ses-06:bold_only,ses-07:bold_only,ses-08:bold_only,ses-09:bold_only,ses-11:bold_only,ses-12:bold_only	- Scan 1: Only fmap and rest collected.
sub-s19	ses-10	shapeMatching	matched	copy	ses-10		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s19/ses-10/shape_matching_single_task_network__fmri_results (25).csv	/scratch/users/logben/discovery_bids/sub-s19/ses-10/func/sub-s19_ses-10_task-shapeMatching_run-1_echo-1_bold.nii.gz		
sub-s19	ses-10	spatialTS	matched	copy	ses-10		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s19/ses-10/spatial_task_switching_single_task_network__fmri_results (26).csv	/scratch/users/logben/discovery_bids/sub-s19/ses-10/func/sub-s19_ses-10_task-spatialTS_run-1_echo-1_bold.nii.gz		
sub-s19	ses-11	directedForgettingWFlanker	bold_without_behavioral	irreconcilable				/scratch/users/logben/discovery_bids/sub-s19/ses-11/func/sub-s19_ses-11_task-directedForgettingWFlanker_run-1_echo-1_bold.nii.gz	ses-12:matched	| s19 | 11 | directedForgettingWFlanker |
sub-s19	ses-11	rest	bold_without_behavioral	skip				/scratch/users/logben/discovery_bids/sub-s19/ses-11/func/sub-s19_ses-11_task-rest_run-1_echo-1_bold.nii.gz	ses-01:bold_only,ses-02:bold_only,ses-03:bold_only,ses-04:bold_only,ses-05:bold_only,ses-06:bold_only,ses-07:bold_only,ses-08:bold_only,ses-09:bold_only,ses-10:bold_only,ses-12:bold_only	- Scan 1: Only fmap and rest collected.
sub-s19	ses-11	stopSignalWDirectedForgetting	matched	copy	ses-11		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s19/ses-11/stop_signal_with_directed_forgetting__fmri_results (9).csv	/scratch/users/logben/discovery_bids/sub-s19/ses-11/func/sub-s19_ses-11_task-stopSignalWDirectedForgetting_run-1_echo-1_bold.nii.gz		
sub-s19	ses-11	stopSignalWFlanker	matched	copy	ses-11		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s19/ses-11/stop_signal_with_flanker__fmri_results (10).csv	/scratch/users/logben/discovery_bids/sub-s19/ses-11/func/sub-s19_ses-11_task-stopSignalWFlanker_run-1_echo-1_bold.nii.gz		
sub-s19	ses-12	directedForgettingWFlanker	matched	copy	ses-12		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s19/ses-12/directed_forgetting_with_flanker__fmri_results (10).csv	/scratch/users/logben/discovery_bids/sub-s19/ses-12/func/sub-s19_ses-12_task-directedForgettingWFlanker_run-1_echo-1_bold.nii.gz		| s19 | 11 | directedForgettingWFlanker |
sub-s19	ses-12	rest	bold_without_behavioral	skip				/scratch/users/logben/discovery_bids/sub-s19/ses-12/func/sub-s19_ses-12_task-rest_run-1_echo-1_bold.nii.gz	ses-01:bold_only,ses-02:bold_only,ses-03:bold_only,ses-04:bold_only,ses-05:bold_only,ses-06:bold_only,ses-07:bold_only,ses-08:bold_only,ses-09:bold_only,ses-10:bold_only,ses-11:bold_only	- Scan 1: Only fmap and rest collected.
sub-s19	ses-12	stopSignalWDirectedForgetting	matched	copy	ses-12		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s19/ses-12/stop_signal_with_directed_forgetting__fmri_results (10).csv	/scratch/users/logben/discovery_bids/sub-s19/ses-12/func/sub-s19_ses-12_task-stopSignalWDirectedForgetting_run-1_echo-1_bold.nii.gz		
sub-s19	ses-12	stopSignalWFlanker	matched	copy	ses-12		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s19/ses-12/stop_signal_with_flanker__fmri_results (11).csv	/scratch/users/logben/discovery_bids/sub-s19/ses-12/func/sub-s19_ses-12_task-stopSignalWFlanker_run-1_echo-1_bold.nii.gz		
sub-s29	ses-01	cuedTS	bold_without_behavioral	irreconcilable				/scratch/users/logben/discovery_bids/sub-s29/ses-01/func/sub-s29_ses-01_task-cuedTS_run-1_echo-1_bold.nii.gz	ses-02:matched,ses-04:matched,ses-06:matched,ses-08:matched	| ses-01 | 1 | 2020-11-13 | Protocol mismatch — spatialTS was the behavioral task but cuedTS was scanned. Only 3 of 4 tasks overlap. **cuedTS BOLD has no events file (irreconcilable).** |; | s29 | 01 | cuedTS |
sub-s29	ses-01	directedForgetting	matched	copy	ses-01		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s29/ses-01/sub-s29_ses-01_task-directed-forgetting_desc-raw.csv	/scratch/users/logben/discovery_bids/sub-s29/ses-01/func/sub-s29_ses-01_task-directedForgetting_run-1_echo-1_bold.nii.gz		| ses-01 | 1 | 2020-11-13 | Protocol mismatch — spatialTS was the behavioral task but cuedTS was scanned. Only 3 of 4 tasks overlap. **cuedTS BOLD has no events file (irreconcilable).** |
sub-s29	ses-01	rest	bold_without_behavioral	skip				/scratch/users/logben/discovery_bids/sub-s29/ses-01/func/sub-s29_ses-01_task-rest_run-1_echo-1_bold.nii.gz	ses-02:bold_only,ses-03:bold_only,ses-04:bold_only,ses-05:bold_only,ses-06:bold_only,ses-07:bold_only,ses-08:bold_only,ses-09:bold_only,ses-10:bold_only,ses-11:bold_only,ses-12:bold_only	| s297    | 1 | Discontinued — ear issues after scanning | rest and nBack missing |; | ses-01 | 1 | 2020-11-13 | Protocol mismatch — spatialTS was the behavioral task but cuedTS was scanned. Only 3 of 4 tasks overlap. **cuedTS BOLD has no events file (irreconcilable).** |
sub-s29	ses-01	shapeMatching	matched	copy	ses-01		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s29/ses-01/sub-s29_ses-01_task-shape-matching_desc-raw.csv	/scratch/users/logben/discovery_bids/sub-s29/ses-01/func/sub-s29_ses-01_task-shapeMatching_run-1_echo-1_bold.nii.gz		| ses-01 | 1 | 2020-11-13 | Protocol mismatch — spatialTS was the behavioral task but cuedTS was scanned. Only 3 of 4 tasks overlap. **cuedTS BOLD has no events file (irreconcilable).** |
sub-s29	ses-01	spatialTS	behavioral_without_bold	skip			/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s29/ses-01/sub-s29_ses-01_task-spatial-task-switching_desc-raw.csv		ses-03:matched,ses-05:matched,ses-07:matched,ses-09:matched	| ses-01 | 1 | 2020-11-13 | Protocol mismatch — spatialTS was the behavioral task but cuedTS was scanned. Only 3 of 4 tasks overlap. **cuedTS BOLD has no events file (irreconcilable).** |; - **Scan 8:** Unable to get spatialTS.
sub-s29	ses-01	stopSignal	matched	copy	ses-01		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s29/ses-01/sub-s29_ses-01_task-stop-signal_desc-raw.csv	/scratch/users/logben/discovery_bids/sub-s29/ses-01/func/sub-s29_ses-01_task-stopSignal_run-1_echo-1_bold.nii.gz		| ses-01 | 1 | 2020-11-13 | Protocol mismatch — spatialTS was the behavioral task but cuedTS was scanned. Only 3 of 4 tasks overlap. **cuedTS BOLD has no events file (irreconcilable).** |
sub-s29	ses-02	cuedTS	matched	copy	ses-02		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s29/ses-02/sub-s29_ses-02_task-cued-task-switching_desc-raw.csv	/scratch/users/logben/discovery_bids/sub-s29/ses-02/func/sub-s29_ses-02_task-cuedTS_run-1_echo-1_bold.nii.gz		| ses-01 | 1 | 2020-11-13 | Protocol mismatch — spatialTS was the behavioral task but cuedTS was scanned. Only 3 of 4 tasks overlap. **cuedTS BOLD has no events file (irreconcilable).** |; | ses-02 | 2 | 2020-11-14 | Raw behavioral missing goNogo. |; | s29 | 01 | cuedTS |
sub-s29	ses-02	flanker	matched	copy	ses-02		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s29/ses-02/sub-s29_ses-02_task-flanker_desc-raw.csv	/scratch/users/logben/discovery_bids/sub-s29/ses-02/func/sub-s29_ses-02_task-flanker_run-1_echo-1_bold.nii.gz		"| ses-02 | 2 | 2020-11-14 | Raw behavioral missing goNogo. |; | ses-11 | 11 | 2021-03-17 | Task order flipped: ""stop+DF and DF+flanker"" (dual-task session). |"
sub-s29	ses-02	goNogo	bold_without_behavioral	irreconcilable				/scratch/users/logben/discovery_bids/sub-s29/ses-02/func/sub-s29_ses-02_task-goNogo_run-1_echo-1_bold.nii.gz	ses-04:matched,ses-06:matched,ses-08:matched,ses-10:matched	| ses-02 | 2 | 2020-11-14 | Raw behavioral missing goNogo. |; | s29 | 02 | goNogo |
sub-s29	ses-02	nBack	matched	copy	ses-02		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s29/ses-02/sub-s29_ses-02_task-n-back_desc-raw.csv	/scratch/users/logben/discovery_bids/sub-s29/ses-02/func/sub-s29_ses-02_task-nBack_run-1_echo-1_bold.nii.gz		| s297    | 1 | Discontinued — ear issues after scanning | rest and nBack missing |; | ses-02 | 2 | 2020-11-14 | Raw behavioral missing goNogo. |
sub-s29	ses-02	rest	bold_without_behavioral	skip				/scratch/users/logben/discovery_bids/sub-s29/ses-02/func/sub-s29_ses-02_task-rest_run-1_echo-1_bold.nii.gz	ses-01:bold_only,ses-03:bold_only,ses-04:bold_only,ses-05:bold_only,ses-06:bold_only,ses-07:bold_only,ses-08:bold_only,ses-09:bold_only,ses-10:bold_only,ses-11:bold_only,ses-12:bold_only	| s297    | 1 | Discontinued — ear issues after scanning | rest and nBack missing |; | ses-02 | 2 | 2020-11-14 | Raw behavioral missing goNogo. |
sub-s29	ses-03	directedForgetting	matched	copy	ses-03		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s29/ses-03/sub-s29_ses-03_task-directed-forgetting_desc-raw.csv	/scratch/users/logben/discovery_bids/sub-s29/ses-03/func/sub-s29_ses-03_task-directedForgetting_run-1_echo-1_bold.nii.gz		
